,r,r,r,t3,t3,t3,t2,t2,t2,states,chemical_mods,bead_length,max_binders,name,lp,num_beads
,x,y,z,x,y,z,x,y,z,null_reader,null_mod,,,,,
0,424.9142580784603,1066.0993330672054,665.5138636328613,-0.6765467266360762,-0.10088258345407643,0.729456805514365,-0.19338954530128727,-0.9314635225351349,-0.3081820728606997,0,0,25.0,-1,poly_1,100.0,1000
1,409.2543606892178,1063.9359075308507,684.6347549386314,-0.2816379125558497,0.46947587455397705,0.8368228543126929,-0.3354149762236063,0.7689350761175342,-0.5442753370464077,0,0,25.0,-1,,,
2,401.31268094196463,1081.2991712746878,707.3093227481431,0.19143231582960332,0.6815586979478582,0.7062799797407356,-0.6538768692731391,-0.4480928442232715,0.6096374683861403,0,0,25.0,-1,,,
3,405.08127922877753,1100.161874016366,726.2138630111809,0.0090561377689825,0.6773495995433991,0.735605537254373,-0.5206593699125671,0.6312441451346136,-0.5748431523704531,0,0,25.0,-1,,,
4,408.8268799387866,1115.9780026635551,747.016088542824,0.3640430613002703,0.8531570539096338,0.3736250673512194,-0.4464379752125737,-0.19222398449789252,0.8739239521500705,0,0,25.0,-1,,,
5,415.99784031343665,1131.8931031014251,752.8981527304683,0.9005968239440177,0.07923960593471717,0.4273715545290192,-0.2576329013442238,-0.6945892412864901,0.6716926932030289,0,0,25.0,-1,,,
6,436.2982108494925,1135.084868402174,765.7872309625221,0.4105645169583365,0.31860424129735954,0.8543583059279217,0.6355097740009447,0.5719275538846099,-0.5186773566698,0,0,25.0,-1,,,
7,445.5371640267327,1146.8501893113396,788.8426106647682,-0.4421319307607058,-0.030878581191751207,0.8964183560641406,-0.3409350528316316,0.9301806863833897,-0.1361145858962136,0,0,25.0,-1,,,
8,440.0894874628473,1143.5462479760881,802.8454147709676,-0.05575562349932409,-0.374175175466138,0.9256804246465976,-0.997327287918744,-0.02297409385492439,-0.06935756516028321,0,0,25.0,-1,,,
9,438.3426044153573,1139.2888761553675,827.2783858175976,-0.043868560350026835,0.10985159498360404,0.9929794441740619,-0.3964422789241013,0.910414596258671,-0.1182319011962143,0,0,25.0,-1,,,
10,435.0984653732808,1140.016630330127,852.2550465916884,0.28181399801442064,0.006110175038297504,0.9594496007301025,-0.30545544216711334,-0.9473797107893119,0.09575310173958482,0,0,25.0,-1,,,
11,445.36567461211513,1144.4850580368704,875.9356274736101,0.0719311124473731,0.7148941291187128,0.6955230400707327,-0.1663142542536838,-0.678969804740553,0.7150801165865037,0,0,25.0,-1,,,
12,443.7343789356335,1157.5333997012306,898.9430868122831,-0.2991653282018228,0.34868694317634646,0.8882102916055087,0.6602302733417431,-0.5964023738231949,0.4565087016854154,0,0,25.0,-1,,,
13,433.62716620666447,1166.3511944060954,926.358689451007,0.39112325764537464,0.2696712215161101,0.8799431968413644,-0.91828020635173,0.05044241240958461,0.39270475640834596,0,0,25.0,-1,,,
14,448.4213749566032,1170.6482363669975,951.1875556172478,-0.0937373932765442,-0.009613697333595387,0.9955505401414618,0.8095986256275681,-0.5827224616048334,0.07060168676253435,0,0,25.0,-1,,,
15,449.83403042292974,1169.9814220170085,974.4958450517189,0.22679084561272414,0.06411006054116425,0.9718311646227105,0.421706784865611,-0.9059081378091498,-0.03865014227591467,0,0,25.0,-1,,,
16,460.51029938579035,1167.495863192421,998.6274051079716,0.048921390557874866,-0.4706815124002746,0.8809458618310038,0.0914761842193754,0.8804064713489745,0.46531339221490636,0,0,25.0,-1,,,
17,463.58171312818985,1157.4503773407482,1018.6181612868701,-0.11420399464775549,-0.849243108254161,0.515503240275293,0.3097865657204786,0.46258312855156747,0.8306919603101645,0,0,25.0,-1,,,
18,461.69828103401966,1138.5241375469973,1032.540609609659,-0.24840566321898036,-0.9192957841985054,0.30527018799625694,0.327336125840186,-0.3762743197737175,-0.8667575768594117,0,0,25.0,-1,,,
19,449.0056390711185,1119.025339587278,1045.5313622654758,-0.016056892534427405,-0.4312905955614743,0.9020701737805742,-0.8821646807096656,0.4307951048323734,0.1902657452169837,0,0,25.0,-1,,,
20,444.8093841258852,1109.1440126396292,1068.927853882115,0.07555916635978913,0.34205481253386294,0.9366372390856857,-0.9612791665264353,0.2746358874050727,-0.02274848108797653,0,0,25.0,-1,,,
21,448.87007402211884,1115.3714835433577,1095.7271115165881,0.04204536561889062,-0.6637705999372778,0.7467534920762459,-0.5860467632679554,-0.6217169445947233,-0.5196318236083598,0,0,25.0,-1,,,
22,450.6136495346764,1093.9037432674043,1115.7556375186591,0.1359071922119018,-0.5144685663926893,0.846670732538428,0.43080701709735647,0.8002621541593778,0.4171160494128484,0,0,25.0,-1,,,
23,453.9818094786104,1079.9731542069942,1142.3504821839251,-0.16611830965713223,-0.495481359353511,0.8525860248482868,0.4772571990352034,0.7161944694303867,0.509206292147965,0,0,25.0,-1,,,
24,450.3943196062301,1067.1232072388057,1164.7719816575768,0.12233115566807407,-0.043980365076433214,0.9915144052790915,-0.6974231590042703,0.706977212324918,0.11740595629230097,0,0,25.0,-1,,,
25,449.27336123410356,1066.2096642239444,1191.629762574552,0.2507240748327006,0.16537230987995316,0.9538288302719005,0.6974171641438425,0.6524780582942454,-0.29644844853121355,0,0,25.0,-1,,,
26,453.80410800541557,1072.2266661751535,1207.9055958074716,0.20805515961981613,0.21056900095690628,0.955182572299578,0.9544095631905167,-0.25740747856915874,-0.1511415750221784,0,0,25.0,-1,,,
27,461.3430234673264,1079.1177092556313,1232.5852544609752,0.06315534743973708,0.4903221112295762,0.8692500384592023,-0.9429871841778802,0.3145108304375322,-0.10889494040708222,0,0,25.0,-1,,,
28,461.18955172843874,1093.6924557891018,1259.4581161986232,-0.4061512100380863,0.5483065215943198,0.731027463911543,-0.34146820836668335,-0.8330950517511132,0.4351460645041723,0,0,25.0,-1,,,
29,450.30651095732475,1108.3686988515417,1275.5508937765883,-0.37186494141242066,0.5294791289731048,0.7624751257321378,-0.8544275070241973,0.12584454172001192,-0.5040999767797982,0,0,25.0,-1,,,
30,436.71783889441235,1119.7841515656107,1294.7647935640998,-0.39259650338768176,0.6505277753420936,0.6501396765806801,-0.3402064172180684,0.5540357768086137,-0.7598052064366306,0,0,25.0,-1,,,
31,423.12944416536504,1137.51246055541,1314.772012065155,-0.5219477024768479,0.18173871708973124,0.8333916453972489,-0.7544035480624347,0.35759063357069926,-0.5504581959437834,0,0,25.0,-1,,,
32,415.9239578848785,1143.525005056853,1338.4023637596797,0.6892952815065689,0.5456267723992567,0.4766166595499968,0.04126559969999477,-0.6863745731842816,0.7260765080860462,0,0,25.0,-1,,,
33,435.2519276670759,1158.0683691066317,1352.3291720591155,0.6181459425349398,0.7489120999734817,0.23880171747048,0.5935712113804404,-0.6438767901186798,0.48280005819458305,0,0,25.0,-1,,,
34,454.9830474650047,1176.8402565779616,1355.739111685167,0.9232541085798197,0.23564520753497192,0.3034356392733243,-0.37087171030918015,0.3405008382218491,0.8640100425851015,0,0,25.0,-1,,,
35,478.71381877554086,1184.0857248701752,1366.678747048822,0.7501475544438975,0.6512381125607865,0.11475002106411511,-0.08221627994352232,-0.08033172357019064,0.993371681459179,0,0,25.0,-1,,,
36,492.03428624787705,1191.7156712437368,1368.6255100559968,0.9602599271238038,-0.020470504449926607,-0.27835558343834993,-0.010988673479803241,-0.9993063606984427,0.03558154783954856,0,0,25.0,-1,,,
37,511.6725467874704,1195.3782907014913,1354.6698013881685,0.8134512637740726,-0.42746372317969494,-0.3944259206145275,-0.5475592040619666,-0.33411464203910707,-0.7671677287560786,0,0,25.0,-1,,,
38,536.3033081258877,1185.507170895315,1342.6382597355284,0.42751940856548915,0.29406351624549154,-0.8548413909813571,0.8843650527753392,0.059998513022097806,0.46292400227911246,0,0,25.0,-1,,,
39,544.0533817925195,1189.6726140133276,1317.9729990737983,0.09520706926136988,-0.32965643302757847,-0.9392881614006467,-0.9710563243504579,0.17688218035552095,-0.1605064149281894,0,0,25.0,-1,,,
40,542.5697850978738,1182.6686022319982,1295.2457480025212,-0.4518384269523356,-0.17225033357608358,-0.8753124348098261,-0.0830860099333981,-0.9687920601125022,0.23353513490872432,0,0,25.0,-1,,,
41,534.7447086116819,1184.2799369899105,1277.642816367535,-0.2773005455469624,0.6675466104283219,-0.6910035675488871,0.6302109754761803,0.6692482277142259,0.3936253753384816,0,0,25.0,-1,,,
42,525.6471457191983,1199.160839309986,1260.5997221912653,-0.13513526777993798,0.5258107419053794,-0.8397985014978577,-0.09904479987702954,-0.850496495326786,-0.5165712332999549,0,0,25.0,-1,,,
43,520.8663111231614,1213.6629262301442,1242.2290651029123,0.3001178730419197,0.8267249053421221,-0.4758730851670139,-0.31385792823087444,-0.385512208046967,-0.8676828558590635,0,0,25.0,-1,,,
44,526.6845055978655,1234.292882003035,1232.7462483077227,0.20890465291666926,0.718517910775537,-0.6633934412563711,-0.9778928694300141,0.15985351594569092,-0.13480500500761713,0,0,25.0,-1,,,
45,530.0709035476496,1248.6622396663615,1217.54690761889,0.6840179172477723,0.14680158458491688,-0.7145409601029009,-0.36089320843833783,0.9193662694625238,-0.15659423582621648,0,0,25.0,-1,,,
46,543.814866920503,1252.57946595828,1197.9962112046903,0.19275093997407994,-0.5267554649604836,-0.8278742388128142,-0.12112818659393387,0.8244695731229614,-0.5527909961490535,0,0,25.0,-1,,,
47,548.2109807781028,1243.9532471086995,1182.4495008164256,0.20162301623005874,-0.7169872617479516,-0.6672911102608376,0.8995088140705501,-0.13405618075173803,0.41582788967057577,0,0,25.0,-1,,,
48,552.7479698507959,1228.8783201289668,1170.8470967710914,0.12942863245185857,-0.9791511151138522,0.15656092388692996,0.4737115683164698,0.19976288897011182,0.8577249782120108,0,0,25.0,-1,,,
49,559.5314671339703,1203.3329858058582,1177.005387388917,0.733666235951419,-0.5747736909677623,-0.36244869762553256,0.05717331459210591,-0.47929051452995797,0.8757921070634629,0,0,25.0,-1,,,
50,581.2337323499196,1190.7700589295919,1170.5858498288258,0.8933930090173847,-0.443150406181436,-0.0739367902621075,-0.3657636955839416,-0.6218457089610673,-0.6924773160570673,0,0,25.0,-1,,,
51,598.7632069935461,1179.3616491158161,1164.5950240960033,0.6940193426190234,-0.6678155692816706,-0.268997244426259,-0.7166558757842363,-0.6050708170508292,-0.34683376720198844,0,0,25.0,-1,,,
52,611.287649238152,1166.1021204143901,1164.343949836571,0.7328546188301005,-0.6701811172921642,0.11739411270477658,-0.1628038202653776,-0.34025718898122254,-0.9261317192855743,0,0,25.0,-1,,,
53,627.2647553911376,1151.3299048400115,1172.2513458091964,0.42125183295900975,-0.5940583326483521,0.6853040133054582,-0.7785351398036526,-0.624455981317108,-0.06275160158592005,0,0,25.0,-1,,,
54,637.4710358856044,1131.9375430415002,1190.0906876975837,-0.5905308559941063,-0.29364683202229774,0.7516946495585077,0.4324916445062052,-0.9015523532030252,-0.012423038244447654,0,0,25.0,-1,,,
55,624.1845585695643,1124.223865633961,1216.647639252671,-0.5352621741847448,-0.12868044225813582,0.8348267776486382,0.61480270872714,-0.7370853886240186,0.2805757637982005,0,0,25.0,-1,,,
56,606.3276133894188,1123.8740880898413,1241.8118884901305,-0.5254077600269372,-0.5958163101268573,0.6074122243603258,-0.8060433991329892,0.577157973496488,-0.13108284538993564,0,0,25.0,-1,,,
57,597.8711899480817,1110.1746765702544,1248.503599896078,-0.5991817608572836,-0.7639170500672132,-0.2396079257533431,0.5310097937206913,-0.6031743834014307,0.5951548220359331,0,0,25.0,-1,,,
58,580.9715891267315,1093.5940002647226,1241.4650432347228,-0.5282751894046582,-0.7634174630889958,-0.371643782836706,-0.8401603125045902,0.5332504653264114,0.09886652887774909,0,0,25.0,-1,,,
59,564.0471799976932,1073.4990938002607,1232.227816240874,-0.37645245089105966,-0.7476532538419617,-0.5470814968981036,0.7273673293119768,-0.6042580402001703,0.32528293701615313,0,0,25.0,-1,,,
60,555.2106257454348,1058.9841587508183,1215.8214248055608,-0.2154774068147843,0.21002961964253047,-0.9536545737504619,-0.8823409551372104,0.37654372924544066,0.28229286010022064,0,0,25.0,-1,,,
61,546.1859456554583,1071.1490061588368,1191.6889552314624,-0.7328671231110847,0.13467680761129766,-0.6669092422247741,-0.5938816415432768,-0.6049101905499888,0.5304604200287102,0,0,25.0,-1,,,
62,521.9723930839473,1080.8255026050222,1176.1610110646723,-0.8792049243823424,0.4710855938057807,0.07125352103516422,-0.4136507425207226,-0.8289542699163421,0.37646763686818524,0,0,25.0,-1,,,
63,506.4438432520137,1096.303553093991,1173.0346639391348,-0.40788821795112734,0.8958912331698947,-0.17608549058611794,0.6445944848478006,0.14597473140982414,-0.7504594112296128,0,0,25.0,-1,,,
64,495.3206454239014,1116.9301729702752,1169.0422860132799,-0.2665311896224085,0.7454662486921865,-0.6109346912951016,-0.9612132924579071,-0.2522312783121057,0.11157234716694303,0,0,25.0,-1,,,
65,487.05403291132313,1134.0918680862171,1155.0625634299918,-0.05522566058718287,0.8611316740952513,-0.5053734918764127,-0.09309612469333613,0.4995001783036531,0.8612970936039994,0,0,25.0,-1,,,
66,494.1270778962167,1155.5271504572922,1147.5239211242397,0.5716219919239902,0.8178608378779958,0.06596929757637499,0.3908141355495625,-0.3420773846412083,0.8545451271759494,0,0,25.0,-1,,,
67,513.3110657262228,1179.7197983644205,1152.93659301085,0.3038960409064949,0.8949205071577059,-0.32674834689426707,0.9091867062757325,-0.37489733362720407,-0.18119470847329697,0,0,25.0,-1,,,
68,522.3673033331773,1199.9942197884848,1139.5146846817665,0.7446623355963073,-0.11719470155523959,-0.657071843773159,-0.6135469350452507,0.26735740572198785,-0.7430209795893926,0,0,25.0,-1,,,
69,544.7578493963376,1198.7121846279315,1129.6079793752767,0.9968092989636939,0.07687703118823956,0.021474253953079392,0.015118103208949456,0.08232665758625533,-0.9964907247001815,0,0,25.0,-1,,,
