,r,r,r,t3,t3,t3,t2,t2,t2,states,chemical_mods,bead_length,max_binders,name,lp,num_beads
,x,y,z,x,y,z,x,y,z,null_reader,null_mod,,,,,
0,3010.082892102318,251.20503191337446,1496.860102455245,0.5934211409695371,0.6129977858167016,-0.5216177375151235,0.1517839923673043,0.5512059078078015,0.8204472359117282,0,0,25.0,-1,poly_1,100.0,1000
1,3020.4372128584623,263.26014533959733,1488.8812612011925,0.7694636565934754,0.24668859535023835,-0.5891268268904049,0.6326219487673315,-0.16752186424974322,0.7561255814959233,0,0,25.0,-1,,,
2,3035.495897553215,278.31843156504067,1471.8136608418858,0.5718272892238211,0.7400447636225659,-0.35404420513351587,-0.6300020626612549,0.11970916442372528,-0.7673116166527378,0,0,25.0,-1,,,
3,3050.1562451169907,294.16839008060833,1463.2503613099943,0.8364709863986481,0.5351655183092618,-0.1179582849119976,-0.19819021499511658,0.09474329748685895,-0.9755738548744095,0,0,25.0,-1,,,
4,3071.187191108628,306.5893526896259,1457.3660178752343,0.909166184612417,0.31554370364078593,-0.27175176154269987,-0.28118152573579125,0.9465054077351043,0.15831760093064373,0,0,25.0,-1,,,
5,3094.941865366982,317.6417149104075,1449.5211727303817,0.7726695386063334,0.48664235806265954,-0.40762850672986606,-0.098204172570618,-0.5427659637104612,-0.834122922102271,0,0,25.0,-1,,,
6,3111.9897043880596,327.12106242606944,1434.4330978665253,0.4035210593116762,0.5000112055444463,-0.7662633679547286,-0.568020063365422,-0.5196509908923739,-0.6382131738898142,0,0,25.0,-1,,,
7,3125.6864105893305,339.186280037547,1414.8348063606768,0.9907804719611549,0.062344338081086775,-0.1202798401042866,0.0105833281606343,0.8494931091680232,0.5274935551142746,0,0,25.0,-1,,,
8,3149.8799162926703,342.4258408286871,1411.6934431283166,0.9878899834529573,0.013767377550807106,-0.15454397417417914,0.15495185392177607,-0.03646516098691982,0.9872488111136006,0,0,25.0,-1,,,
9,3172.0727461498745,347.90617836081447,1411.2072014125215,0.7184462005841352,0.6560326002160595,0.23120615122313942,0.05459257033941592,-0.3845477201963393,0.9214893934272917,0,0,25.0,-1,,,
10,3190.8055501422896,369.4580350619127,1416.9424137882434,0.6941969545367901,0.71315650442687,-0.097459676520562,0.6364364725240128,-0.6714047872943312,-0.3796896470553501,0,0,25.0,-1,,,
11,3208.926961819318,381.96675204827716,1417.3592937906124,0.5307867361217922,-0.010144506469981746,-0.8474447060346219,0.6537647012940773,0.6412074099847808,0.4018019073664797,0,0,25.0,-1,,,
12,3220.1172440209352,386.61924016953844,1399.5231671063102,0.6801089961065803,-0.1154666213561347,-0.7239607812628608,0.5642657305715332,0.7129013353999916,0.4163842832368708,0,0,25.0,-1,,,
13,3236.293890014112,380.49547465078,1381.8112035956592,0.5823567460589533,0.5731504132205236,-0.5765060486956048,0.7377819079593093,-0.6704310330079896,0.07874062677854426,0,0,25.0,-1,,,
14,3247.366400169535,399.4676906242304,1366.1328908567289,0.035359981224082515,0.7552329306844816,-0.6545020184645468,0.889935675116915,-0.32177883997672524,-0.3232226358621124,0,0,25.0,-1,,,
15,3245.588908390666,416.9788895454835,1352.139130182794,-0.6126754450864994,0.24984736378367875,-0.7498033701135872,-0.7327101256008692,0.1760568249969923,0.6573734602562813,0,0,25.0,-1,,,
16,3223.4064299914135,421.7990928855651,1335.909903229387,-0.862314483004323,-0.3146695884275832,0.3967326335883846,-0.19970433204100935,0.9313079834827026,0.304604037563565,0,0,25.0,-1,,,
17,3206.0347454587336,415.8831719913286,1342.9715676753508,-0.9632536342687535,-0.11089342887961906,-0.24463254798325643,0.03392315482080302,0.8532690802461531,-0.5203663097240778,0,0,25.0,-1,,,
18,3185.022241669615,414.10632514373754,1336.5947069376434,-0.4782085763088126,-0.4379946576337965,-0.7612340227948377,0.0962375345108636,-0.887679911152716,0.45029180796362595,0,0,25.0,-1,,,
19,3176.48523945118,406.310716877834,1317.7110712163148,-0.2687780168575565,-0.37801698661644545,-0.8859241138573617,0.6402107623517346,0.6170825637096236,-0.4575361071706718,0,0,25.0,-1,,,
20,3168.9479176982295,402.7498415915852,1302.161126430895,-0.3593081831216419,-0.5900041890815209,-0.7230440418383042,-0.6422661011469788,-0.4057632636640027,0.6502695050578444,0,0,25.0,-1,,,
21,3167.4575805151876,386.1666151711522,1284.535051997305,0.31518315235886796,-0.7856396089512493,-0.5323814284370798,-0.2258963403148922,-0.6069565621056736,0.7619544442927411,0,0,25.0,-1,,,
22,3171.159226864335,367.3555452808598,1269.6284509712264,-0.001029349706017535,-0.8001675707084598,-0.5997756240905208,0.999921980486729,0.006642924750872942,-0.010578493193898308,0,0,25.0,-1,,,
23,3163.3366331238617,342.7040966051245,1250.9481362571792,-0.4984757968138848,-0.8117036077810412,-0.304399627352306,0.8555542093672466,-0.517257139258752,-0.02172663679809167,0,0,25.0,-1,,,
24,3151.8337782014387,323.6315259984242,1247.168000308921,-0.7172911146250944,-0.6749246039356109,-0.17311913790318573,0.419941399356932,-0.2204883826371703,-0.8803602071049323,0,0,25.0,-1,,,
25,3139.4812385926884,304.37882506409665,1243.5658398775827,-0.23197946386736415,-0.9404353974844624,-0.248529256882059,0.5122682938416128,-0.3353112284869296,0.790662744284654,0,0,25.0,-1,,,
26,3136.9046658834764,288.97067048976396,1239.9085185061294,-0.4475743291586489,-0.8832984621527197,-0.13950285538613685,-0.748844906284546,0.2849437785552728,0.5983630581996454,0,0,25.0,-1,,,
27,3133.7806696973953,265.4925633897201,1239.3611744772852,0.20825897132371515,-0.9598515190314147,0.18791823301382282,-0.9665760582893618,-0.17260320571326412,0.18957546503288264,0,0,25.0,-1,,,
28,3136.4562854784276,248.61994479084785,1239.8445891271772,0.4041252885216801,-0.8859962460367387,0.2273618332264257,0.6586198810948194,0.10936536033269079,-0.7444857756924843,0,0,25.0,-1,,,
29,3145.375284145114,224.51879260246778,1247.524015030584,0.13315368746663506,-0.9910945955015522,-0.0012642399517369118,-0.8498946700474873,-0.11352706346168469,-0.5145781337257236,0,0,25.0,-1,,,
30,3143.9038786682954,197.9260863936031,1244.0834523604217,-0.23393561654597875,-0.8180551227525754,-0.5254140685881745,0.9439480835928836,-0.32054967721375816,0.07880304524406397,0,0,25.0,-1,,,
31,3135.220894133907,180.704358210299,1226.857282312255,-0.23114716484427433,-0.826931212389392,-0.5125970719586248,0.9685573317329957,-0.14575090129080193,-0.20162680858266796,0,0,25.0,-1,,,
32,3131.894771720138,166.01912204345683,1212.7257732465246,0.09100826207231327,-0.7441964821412366,-0.6617318884733443,0.8682858352408676,0.3846833765194939,-0.3132066540946399,0,0,25.0,-1,,,
33,3136.826606734267,145.188550835348,1193.3916023619495,-0.2617325471983739,-0.8188391478882954,-0.510880146062929,0.9645543378355014,-0.2034782109510359,-0.16802245995549359,0,0,25.0,-1,,,
34,3133.401433231635,125.92925257012598,1180.4588796715593,-0.5029508645700038,-0.8303784901290199,-0.23981657777838522,0.8025596752290387,-0.5516749219699857,0.22705230274928181,0,0,25.0,-1,,,
35,3121.511431150597,107.70599121982457,1171.209138258872,-0.34673723601961265,-0.46687427711700136,-0.8135119535333712,0.5650805264317126,0.5882746810067891,-0.57846080105012,0,0,25.0,-1,,,
36,3107.9897768923033,90.5912637713592,1150.2062425165395,-0.8463243730194073,-0.3137975991375729,-0.4304255132140984,-0.531447629332355,0.5520962608461495,0.6424586648598105,0,0,25.0,-1,,,
37,3089.2702756850954,79.17228041150537,1137.8537161162208,-0.8253322359695904,0.17005818097368725,-0.5384300468672807,0.5198020198880754,0.601252675210052,-0.6068781431961405,0,0,25.0,-1,,,
38,3067.121731745507,87.80250954862879,1123.2752628541748,0.15470064673385117,0.9272635122260688,-0.3409546726611631,0.9716256511547902,-0.08029710995596431,0.22247689355658887,0,0,25.0,-1,,,
39,3074.3476718552156,105.73082578326262,1114.0185201402023,0.053050901033782974,0.781568535308077,-0.6215595116564736,-0.04296076941485279,0.6236460457977734,0.7805254524144816,0,0,25.0,-1,,,
