,r,r,r,t3,t3,t3,t2,t2,t2,states,chemical_mods,bead_length,max_binders,name,lp,num_beads
,x,y,z,x,y,z,x,y,z,null_reader,null_mod,,,,,
0,2539.932571872922,70.08773842479563,1643.1636004429495,0.5558666373458284,0.7756885104045524,0.29886387599563147,0.8008352441858115,-0.5961025888173831,0.05765947743595265,0,0,25.0,-1,poly_1,100.0,1000
1,2553.020683660551,89.16390829919162,1645.8430330357542,0.2505386247346065,0.782320853572363,0.5702670248617245,-0.16552272335147059,0.6149957984622432,-0.7709619938695889,0,0,25.0,-1,,,
2,2555.3961369691774,109.51016897906082,1658.7682363730005,0.3590197893531657,0.8914684507973767,0.2763852241835717,-0.6192228299721342,0.44907794962673564,-0.6441211703255972,0,0,25.0,-1,,,
3,2570.5981201512936,131.97776467773846,1666.4875136904607,0.790166376022828,0.31449190332273425,0.5260531731743544,-0.610095691642047,0.32170358105355135,0.72407876162508,0,0,25.0,-1,,,
4,2586.1234958002724,139.52326409357312,1680.7981609308224,0.5114208080122103,0.08534368849276974,0.8550819914044895,0.7384095249195288,0.46532451429687427,-0.4880824417657078,0,0,25.0,-1,,,
5,2605.074948253143,140.62565995004428,1699.1289454996697,0.8617371289542719,-0.49121715671148825,-0.1269441829692897,0.21443463592076703,0.1258687305578507,0.9685942647157656,0,0,25.0,-1,,,
6,2625.8893958869444,129.44104047568902,1689.4090984045874,0.5001549399973397,-0.7178637873690124,-0.4842691594905393,0.48947224349689616,-0.22695958801235044,0.8419657168251321,0,0,25.0,-1,,,
7,2632.4040256071785,112.83445476361854,1674.7820797714985,0.20144176581551765,-0.47249305948074566,-0.8580043844755534,-0.8899862795920332,0.2775452871543045,-0.36179142577992335,0,0,25.0,-1,,,
8,2646.6575972709416,103.66698934815246,1656.0437468561452,0.3864995805701808,-0.8324492748051122,-0.3970469482891627,-0.8417802052397447,-0.14248929737534086,-0.5206754135257969,0,0,25.0,-1,,,
9,2654.5887601212826,81.72080029041847,1650.588893676278,0.3042578311810203,-0.9466217997942877,-0.10646285910014983,-0.9523119986536908,-0.3049620492516758,-0.01000028926176251,0,0,25.0,-1,,,
10,2655.941788824187,52.637786307296665,1649.20800308456,-0.37374852677152914,-0.8829440569864423,0.2841158760359951,0.7508442104121467,-0.4678486876979254,-0.46620872702753463,0,0,25.0,-1,,,
11,2649.706186274402,28.230760788776678,1651.5987003418575,-0.03778421494112594,-0.7002302699882399,-0.7129164902981306,0.8555791669955053,0.34592978772257355,-0.3851192945249898,0,0,25.0,-1,,,
12,2647.961148744893,12.390609502031154,1638.798156267727,-0.06716859227943958,-0.9587776264639789,-0.2761047686063455,0.7680770147079157,-0.2263154309636906,0.5990317397509013,0,0,25.0,-1,,,
13,2643.8112537690577,-8.939951933581952,1630.4988185495008,-0.531539863612531,-0.7745693430248982,-0.34279397059953043,0.8466956259453691,-0.47444686573478584,-0.24084577771189367,0,0,25.0,-1,,,
14,2629.6107227428492,-26.876734130515842,1623.419592188353,-0.3372520663676371,-0.7258447057039212,0.5995085545458901,-0.4105615171378318,0.6864673311365008,0.6001681797366547,0,0,25.0,-1,,,
15,2622.189307480488,-44.183878636313906,1639.7511472141512,-0.6639519727932549,-0.2962339674068205,0.6865953789664851,0.6870814435167396,0.12067741124656697,0.7164886966514656,0,0,25.0,-1,,,
16,2605.4769958241295,-47.007728821106,1658.004340713902,-0.4378613041006373,-0.5561344386505588,0.7063936328678835,0.44975913851472715,-0.8158303554314345,-0.36350728812216004,0,0,25.0,-1,,,
17,2598.278007147442,-61.71601088097277,1672.9894298609315,0.3071137115329798,-0.557871019414143,0.7710130309687047,0.42148719251612515,0.8061087998815021,0.4153759132825647,0,0,25.0,-1,,,
18,2606.5794253759213,-70.5013617385334,1697.574155551505,0.4768718998232268,0.13461551397132898,0.8686033931505109,-0.7741550531722361,-0.40367094920393215,0.48757944834910044,0,0,25.0,-1,,,
19,2617.7879025655343,-66.63602887768138,1717.1935328334544,0.8609387796914721,0.2893612895491662,0.41839510246647393,0.08170396098144923,-0.8904412747184529,0.4477039189818366,0,0,25.0,-1,,,
20,2639.112144157186,-58.164117845286,1725.8366562858766,0.7202451171625178,0.6509186017663922,-0.2398998647588078,0.6724540287236058,-0.7400586961337965,0.010895208277591176,0,0,25.0,-1,,,
21,2650.009306667219,-43.94081232594294,1724.3886742832262,0.7361566422871988,0.19584594027137892,-0.647856284779001,0.27032136937952855,-0.9626344783310707,0.016162252834190156,0,0,25.0,-1,,,
22,2671.1924525473096,-45.15698218041757,1710.881841421585,0.9909082631474964,0.04919933339496338,-0.12522076365438292,-0.13134773477861988,0.5552906562172351,-0.8212186430650895,0,0,25.0,-1,,,
23,2703.1831747928804,-48.87122964900357,1704.2519383489291,0.7332690589555823,-0.6666993950300821,0.13352304622849567,0.4887219635713209,0.38026346269189343,-0.7852073237649771,0,0,25.0,-1,,,
24,2726.716806806811,-58.40129187268937,1702.2564872628132,0.6789791907267864,0.6831249890370683,0.2689377398996011,-0.4517137856981065,0.09995017240145078,0.886546456129582,0,0,25.0,-1,,,
25,2740.4062861004304,-43.57443144968218,1709.2918737637747,-0.03528859586064924,0.530417914287668,0.8470015060388739,0.9520572625011512,0.2755483694453068,-0.13289117744347745,0,0,25.0,-1,,,
26,2735.8162844228727,-28.306063587661015,1733.7379628084936,-0.49786881839561714,0.6301192182202555,0.595882883229382,-0.33033831240263944,0.4975104134402709,-0.8020972434212325,0,0,25.0,-1,,,
